Amount,Transaction_type,Device_type,Location,Is_foreign,Is_high_risk_country,Previous_fraud,Is_fraud
11403.38,POS,Web,Kolkata,1,1,1,1
77875.58,ATM,ATM,Pune,0,0,0,0
81343.84,ATM,POS,Chennai,0,0,1,0
43007.15,Transfer,POS,Hyderabad,0,0,0,0
11101.46,Transfer,POS,Chennai,1,0,1,1
30751.72,POS,Web,Mumbai,1,1,0,1
89974.18,ATM,POS,Ahmedabad,1,1,1,1
53146.6,Transfer,Web,Mumbai,1,0,1,1
20660.03,ATM,Mobile,Mumbai,1,0,0,0
63035.44,ATM,Web,Chennai,0,0,1,1
73100.01,ATM,Web,Hyderabad,0,0,1,0
50639.14,POS,POS,Chennai,1,1,0,1
81838.19,Online,POS,Mumbai,0,0,1,0
10737.95,Online,ATM,Mumbai,1,0,1,0
27035.36,POS,POS,Pune,0,0,1,0
49297.71,Online,ATM,Ahmedabad,1,0,0,0
49410.19,Transfer,ATM,Delhi,0,0,1,1
41363.73,Transfer,Mobile,Kolkata,1,0,0,0
88850.8,Online,POS,Chennai,0,0,1,1
37784.69,POS,POS,Delhi,1,0,0,0
50324.8,POS,ATM,Mumbai,1,0,0,1
53257.89,POS,Web,Hyderabad,0,0,0,0
64551.4,POS,Web,Chennai,1,0,1,1
56521.52,ATM,Web,Chennai,0,0,0,0
15422.68,Transfer,Web,Mumbai,0,0,0,0
32411.26,POS,ATM,Chennai,0,0,0,0
69789.55,ATM,Mobile,Mumbai,0,0,1,0
19008.69,POS,Web,Kolkata,0,0,0,0
53902.13,Online,POS,Kolkata,1,0,0,1
74422,Transfer,POS,Chennai,0,0,0,0
35796.57,Transfer,Mobile,Kolkata,1,0,1,1
5715.42,POS,Mobile,Mumbai,1,0,1,1
85560.61,POS,Web,Kolkata,0,0,0,0
75414.45,Transfer,POS,Pune,0,0,0,0
41076.52,Transfer,ATM,Ahmedabad,0,0,0,0
78609.92,Transfer,POS,Hyderabad,1,1,1,1
52527.92,ATM,POS,Pune,0,0,0,0
57240.26,Online,Mobile,Chennai,1,0,0,1
93996.87,Transfer,POS,Ahmedabad,0,0,0,0
18159.32,Online,Web,Bangalore,1,0,0,0
9673.67,Online,ATM,Bangalore,1,0,0,0
50712.53,Online,Web,Kolkata,1,0,1,1
91036.94,ATM,ATM,Kolkata,1,0,1,1
393.66,Online,Web,Kolkata,0,0,0,0
34058.5,Online,ATM,Ahmedabad,1,0,1,0
51794.71,POS,POS,Bangalore,0,0,0,0
59658.44,Online,Web,Delhi,1,0,1,1
76145.98,Online,Web,Delhi,1,0,0,1
4879.24,Online,ATM,Delhi,0,0,0,0
19839.47,POS,Web,Hyderabad,0,0,1,1
34222.58,Online,Mobile,Ahmedabad,0,0,0,0
82250.55,ATM,Mobile,Delhi,1,0,0,1
99770.76,ATM,Web,Ahmedabad,0,0,0,0
80910.11,Online,ATM,Mumbai,1,0,0,1
88631.84,POS,Mobile,Ahmedabad,1,0,0,1
91087.34,Online,Web,Pune,1,0,1,1
12562.73,Transfer,POS,Delhi,1,0,1,0
87956.63,POS,POS,Hyderabad,1,0,0,1
83742.74,POS,ATM,Ahmedabad,1,0,0,1
75393.78,ATM,POS,Bangalore,0,0,0,0
26683.8,POS,Mobile,Hyderabad,1,1,1,1
63898.79,Transfer,ATM,Chennai,1,0,1,1
52025.13,POS,Web,Delhi,0,0,0,0
35525.85,Online,POS,Delhi,0,0,0,0
32413.78,Online,ATM,Chennai,1,0,1,0
95647.11,POS,Web,Ahmedabad,1,0,0,1
51502.03,POS,ATM,Bangalore,1,0,0,1
88408.32,Transfer,ATM,Kolkata,1,0,1,1
54073.15,Online,Mobile,Ahmedabad,1,0,0,1
16690.74,Online,Web,Hyderabad,1,1,1,1
25741.72,Online,POS,Ahmedabad,0,0,1,0
59321.83,ATM,Mobile,Delhi,1,1,0,1
78548.78,ATM,Web,Pune,1,0,1,1
54828.4,Transfer,ATM,Mumbai,0,0,0,0
90251.61,ATM,POS,Hyderabad,0,0,1,0
46403.44,ATM,ATM,Delhi,0,0,0,0
33326.72,POS,ATM,Ahmedabad,0,0,1,0
81030.77,ATM,Mobile,Ahmedabad,1,0,1,1
44442.96,ATM,Web,Ahmedabad,0,0,1,1
96202.04,ATM,Mobile,Delhi,0,0,1,0
31623.61,Online,POS,Delhi,0,0,1,0
39245.51,Transfer,Web,Delhi,0,0,1,0
6342.71,Transfer,POS,Chennai,0,0,0,0
55847.23,Online,Mobile,Kolkata,1,0,1,1
92310.02,ATM,ATM,Bangalore,0,0,0,0
54817.66,POS,Mobile,Pune,1,0,1,1
80573.97,Online,ATM,Hyderabad,0,0,1,0
31152.59,Transfer,ATM,Delhi,0,0,1,0
31591.58,ATM,ATM,Delhi,0,0,1,1
53676.68,Online,Web,Kolkata,1,0,1,1
28008.73,ATM,Mobile,Pune,1,0,0,0
56991.31,POS,POS,Hyderabad,0,0,1,1
37864.13,Transfer,Web,Delhi,1,0,0,0
24889.35,Online,ATM,Pune,0,0,1,1
60799.43,Online,POS,Ahmedabad,0,0,0,0
23010.48,ATM,Web,Delhi,1,0,1,0
43539.02,Transfer,Mobile,Chennai,1,0,0,0
99894.5,Online,POS,Pune,0,0,1,0
40914.59,Online,Mobile,Chennai,1,0,0,0
38752.43,ATM,ATM,Hyderabad,1,1,0,1
10265.43,Online,ATM,Mumbai,1,1,0,1
34905.54,Transfer,POS,Hyderabad,0,0,0,0
11604.63,ATM,ATM,Kolkata,1,1,0,1
51772.85,ATM,ATM,Kolkata,0,0,0,0
50760.66,ATM,POS,Hyderabad,0,0,0,0
41454.31,ATM,ATM,Chennai,1,0,0,0
20846.83,Transfer,Web,Chennai,0,0,0,0
15105.82,ATM,ATM,Kolkata,0,0,0,0
66965.14,POS,POS,Kolkata,1,0,0,1
10935.13,Transfer,Mobile,Ahmedabad,0,0,0,0
97663.49,POS,ATM,Chennai,0,0,0,0
98875.07,Online,Web,Bangalore,1,0,1,1
36338.23,POS,ATM,Mumbai,1,0,1,1
7450.63,ATM,POS,Kolkata,0,0,0,0
60254.24,POS,Mobile,Mumbai,1,1,0,1
6147.14,ATM,Web,Kolkata,0,0,0,0
81028.79,ATM,Mobile,Bangalore,1,0,1,1
96424.74,ATM,ATM,Delhi,0,0,0,0
27701.07,Online,ATM,Bangalore,0,0,0,0
49757.67,POS,ATM,Kolkata,0,0,1,0
82652.26,ATM,POS,Ahmedabad,1,1,1,1
3344.46,POS,ATM,Kolkata,0,0,1,0
12592.34,ATM,Web,Chennai,1,0,1,1
58811.88,ATM,Mobile,Kolkata,1,0,0,1
79927.46,ATM,ATM,Kolkata,1,0,1,1
55378.16,POS,POS,Delhi,0,0,1,1
2119.92,ATM,Mobile,Pune,1,0,1,0
90959.22,ATM,ATM,Bangalore,1,0,0,1
68859.1,Online,Web,Mumbai,0,0,1,0
12018.37,Online,ATM,Delhi,0,0,1,0
97084.28,POS,Web,Chennai,1,0,1,1
651.31,POS,POS,Kolkata,1,0,1,0
30373.3,POS,ATM,Chennai,0,0,1,0
26594.84,POS,Web,Hyderabad,1,1,0,1
78186.71,Transfer,POS,Delhi,0,0,1,0
85326.73,Transfer,POS,Ahmedabad,1,0,0,1
60680.48,Online,POS,Chennai,1,0,0,1
40257.13,POS,Web,Delhi,0,0,1,0
91422.71,ATM,Mobile,Mumbai,0,0,0,0
96045.54,Online,POS,Ahmedabad,1,0,1,1
64139.05,Transfer,Mobile,Delhi,1,0,1,1
16307.92,POS,POS,Chennai,0,0,1,0
79514.23,POS,POS,Mumbai,0,0,0,0
26994.14,Online,Web,Bangalore,1,0,1,0
4415.65,ATM,ATM,Mumbai,0,0,1,0
30980.26,ATM,POS,Bangalore,1,1,1,1
89236.76,POS,POS,Kolkata,0,0,1,1
99599,Transfer,Mobile,Kolkata,0,0,0,0
29541.91,Transfer,Web,Chennai,0,0,1,1
69791.64,Online,POS,Bangalore,0,0,1,0
56551.36,POS,ATM,Hyderabad,0,0,0,0
37894.67,Transfer,POS,Kolkata,1,0,0,0
17988.26,Online,ATM,Pune,1,0,0,0
71791.08,Transfer,POS,Ahmedabad,1,0,0,1
19718.8,POS,POS,Kolkata,1,0,1,1
13102.78,POS,Web,Kolkata,0,0,0,0
82939.77,POS,POS,Bangalore,1,0,1,1
61931.26,ATM,Mobile,Ahmedabad,1,0,0,1
7053.41,ATM,POS,Pune,0,0,0,0
20184.65,ATM,Mobile,Bangalore,1,0,1,1
40228.45,POS,POS,Pune,0,0,0,0
35966.72,ATM,Web,Chennai,0,0,0,0
82452.63,Transfer,Web,Ahmedabad,0,0,1,0
58.48,Transfer,Mobile,Pune,1,0,1,1
77022.89,Online,ATM,Chennai,0,0,1,0
93263.67,ATM,ATM,Chennai,0,0,1,1
66786.54,POS,Mobile,Bangalore,1,0,1,1
70398.8,Online,ATM,Hyderabad,1,0,0,1
72189.29,POS,Mobile,Ahmedabad,1,0,1,1
64576.84,Online,ATM,Pune,1,0,1,1
83913.62,POS,Mobile,Hyderabad,1,0,1,1
44476.11,Transfer,Web,Hyderabad,0,0,0,0
16037.74,POS,Web,Kolkata,1,0,1,1
25272.46,POS,ATM,Bangalore,0,0,0,0
2208.37,Transfer,Web,Hyderabad,1,0,0,0
94032.72,Transfer,Web,Pune,0,0,0,0
73427.74,ATM,Mobile,Ahmedabad,1,0,0,1
74033.56,ATM,Mobile,Pune,0,0,1,1
36626.27,Transfer,Mobile,Bangalore,1,0,0,0
58440.16,POS,Mobile,Kolkata,0,0,1,1
84470.19,ATM,Mobile,Hyderabad,0,0,1,0
41175.48,Transfer,ATM,Mumbai,1,0,0,0
73685.98,POS,POS,Mumbai,0,0,0,0
3220.26,Transfer,ATM,Bangalore,0,0,1,0
73894.53,POS,Web,Hyderabad,1,0,0,1
8637.46,Online,ATM,Chennai,0,0,0,0
96716.01,Online,ATM,Ahmedabad,0,0,0,0
7055.55,ATM,Web,Bangalore,1,1,0,1
94553.02,Online,ATM,Pune,0,0,0,0
44696.37,Transfer,POS,Mumbai,1,0,0,0
52305.46,Online,POS,Ahmedabad,1,0,1,1
26188.11,ATM,Web,Ahmedabad,1,0,0,0
82599.17,Online,Web,Delhi,0,0,1,0
7685.27,POS,POS,Pune,1,0,1,0
95536.16,POS,POS,Chennai,1,0,0,1
16372.39,ATM,ATM,Bangalore,1,0,0,0
94703.91,POS,ATM,Chennai,0,0,0,0
64142.56,POS,Web,Bangalore,0,0,1,0
77937.28,Transfer,Mobile,Chennai,0,0,1,1
91315.75,ATM,POS,Bangalore,0,0,1,0
57172.27,Transfer,POS,Hyderabad,0,0,0,0
37480.96,Online,Web,Mumbai,1,1,1,1
22009.4,POS,ATM,Kolkata,1,1,0,1
24154.72,ATM,Mobile,Mumbai,1,0,1,0
3262.04,ATM,Mobile,Delhi,1,0,0,0
75125.7,Transfer,Web,Hyderabad,0,0,1,0
6198.42,ATM,POS,Delhi,1,1,0,1
55577.01,Transfer,POS,Mumbai,0,0,0,0
25939.95,POS,POS,Ahmedabad,1,0,1,0
98708.21,ATM,Web,Kolkata,1,0,0,1
14461.72,POS,Mobile,Bangalore,0,0,1,0
93469.45,ATM,Web,Pune,0,0,0,0
93307.5,Online,ATM,Ahmedabad,1,0,0,1
18259.87,Online,POS,Pune,0,0,1,0
84166.36,POS,POS,Mumbai,1,0,1,1
90807.87,Online,POS,Hyderabad,0,0,0,0
89846.99,Online,Web,Ahmedabad,1,0,0,1
33267.32,Transfer,POS,Delhi,1,0,0,0
26486.66,ATM,POS,Chennai,1,0,1,1
87736.14,Online,Web,Bangalore,1,1,1,1
31153.38,Transfer,Web,Chennai,0,0,1,0
48370.31,Transfer,Mobile,Delhi,0,0,0,0
80621.69,Transfer,Mobile,Pune,1,0,1,1
17603.82,Online,POS,Kolkata,0,0,1,1
12904.13,Online,Web,Bangalore,1,1,0,1
49064.21,Transfer,Web,Bangalore,1,1,1,1
61142.26,Transfer,ATM,Bangalore,1,0,1,1
8183.47,Transfer,POS,Pune,1,0,0,0
65867.77,Transfer,Mobile,Bangalore,1,0,1,1
29596.05,Transfer,POS,Bangalore,1,0,1,0
6934.98,Transfer,Web,Pune,0,0,1,0
55086.07,ATM,Mobile,Chennai,0,0,1,0
63084.98,Online,Mobile,Chennai,1,0,0,1
26879.59,POS,ATM,Chennai,0,0,0,0
67063.03,Transfer,ATM,Mumbai,0,0,0,0
93766.63,Online,POS,Chennai,1,0,0,1
22699.27,Transfer,Web,Bangalore,0,0,1,0
54135.16,Online,Web,Kolkata,0,0,0,0
42821.01,POS,ATM,Bangalore,0,0,1,0
88229.1,Transfer,ATM,Delhi,0,0,1,0
94196.72,Online,Web,Kolkata,1,0,0,1
73351.02,ATM,ATM,Pune,0,0,0,0
4816.07,ATM,Web,Chennai,1,0,1,0
32339.92,POS,ATM,Chennai,0,0,0,0
3082.71,Transfer,Web,Kolkata,0,0,0,0
20101.82,Online,Web,Pune,1,0,0,0
82743.18,POS,ATM,Hyderabad,0,0,1,0
37314.39,POS,POS,Bangalore,0,0,1,1
82867.35,Online,Mobile,Hyderabad,1,1,0,1
34474.06,Transfer,Mobile,Hyderabad,0,0,0,0
53622.68,Online,Mobile,Bangalore,1,0,0,1
84287.5,POS,ATM,Chennai,1,1,0,1
24276.52,Transfer,ATM,Hyderabad,1,1,1,1
23037.26,ATM,ATM,Hyderabad,0,0,1,1
80625.5,ATM,ATM,Delhi,1,0,0,1
3189.92,Transfer,Mobile,Pune,1,0,0,0
73766.02,Transfer,ATM,Kolkata,1,0,1,1
5279.18,ATM,Web,Bangalore,1,0,0,0
47164.71,ATM,ATM,Bangalore,1,0,0,0
1020.26,Transfer,Web,Chennai,0,0,0,0
60592.49,Transfer,Mobile,Bangalore,1,0,0,1
25430.87,ATM,Web,Chennai,1,0,0,0
53114.9,ATM,POS,Mumbai,1,0,0,1
70668.08,Online,POS,Mumbai,1,0,1,1
64969.62,Transfer,POS,Bangalore,0,0,0,0
21774.74,ATM,Web,Chennai,0,0,0,0
48554.21,Transfer,POS,Bangalore,0,0,0,0
37224.57,Online,Mobile,Delhi,0,0,0,0
21295.99,POS,Mobile,Ahmedabad,0,0,0,0
54892.25,Transfer,Mobile,Delhi,0,0,1,1
5576.31,POS,Mobile,Ahmedabad,1,1,1,1
67155.35,POS,POS,Bangalore,0,0,0,0
20682.65,ATM,Web,Chennai,1,0,1,0
61092.09,Transfer,ATM,Ahmedabad,1,0,0,1
98522.02,Online,Web,Bangalore,1,0,1,1
50649.32,ATM,Web,Delhi,1,0,1,1
50490.88,POS,Mobile,Hyderabad,1,0,1,1
8184.13,POS,Web,Kolkata,0,0,0,0
27629.25,ATM,Mobile,Bangalore,0,0,1,0
98296.86,POS,Mobile,Hyderabad,0,0,0,0
85083.39,POS,POS,Kolkata,0,0,1,0
20236.1,Online,Web,Hyderabad,1,0,1,0
41224.61,ATM,Mobile,Ahmedabad,0,0,0,0
30755.43,Transfer,ATM,Delhi,0,0,0,0
52022.35,Online,Web,Mumbai,0,0,1,1
6537.81,Transfer,Mobile,Kolkata,0,0,1,0
34603.16,Transfer,ATM,Delhi,1,1,0,1
80907.03,Transfer,Mobile,Ahmedabad,0,0,0,0
7031.4,ATM,Web,Bangalore,1,0,0,0
32731.62,POS,POS,Ahmedabad,1,0,1,0
59137.9,ATM,Mobile,Hyderabad,1,0,1,1
48756.6,Transfer,POS,Kolkata,0,0,1,0
57968.07,Transfer,Mobile,Kolkata,1,0,1,1
24671.77,Online,ATM,Ahmedabad,1,0,1,1
53010.15,ATM,Web,Mumbai,1,0,0,1
13109.91,POS,Web,Bangalore,0,0,0,0
34570.02,Transfer,POS,Bangalore,1,0,0,0
18936.29,ATM,Web,Hyderabad,1,0,1,0
459.93,Online,Mobile,Bangalore,0,0,0,0
31854.23,Online,Mobile,Chennai,0,0,1,0
4103,Online,Mobile,Hyderabad,0,0,0,0
71439.86,POS,ATM,Kolkata,0,0,0,0
17348.61,Online,ATM,Hyderabad,1,0,1,0
38205.98,ATM,POS,Kolkata,1,0,1,0
41491.67,POS,Web,Pune,1,1,0,1
10792.12,ATM,Web,Kolkata,1,1,0,1
25376.18,Transfer,ATM,Delhi,0,0,1,1
49818.36,POS,Mobile,Ahmedabad,1,1,1,1
25044.45,Transfer,Web,Delhi,1,1,0,1
52648.25,Online,POS,Ahmedabad,0,0,0,0
14496.44,Online,ATM,Chennai,1,1,0,1
81425.95,POS,Web,Mumbai,1,0,0,1
66085.42,POS,Web,Kolkata,1,0,1,1
83803.68,Online,Mobile,Chennai,0,0,0,0
42948.12,Transfer,ATM,Bangalore,0,0,0,0
3566.7,Transfer,ATM,Kolkata,0,0,0,0
37569.24,Online,ATM,Pune,0,0,1,0
87651.12,ATM,ATM,Chennai,1,1,1,1
58636.72,Transfer,Mobile,Bangalore,0,0,1,1
